,K,N,l2phi,relL2phi,l1phi,relL1phi,l2u,relL2u,l1u,relL1u
146,8,15,11.313708502730849,0.0912395846735312,141.18604758645833,0.00582215457932832,79.47670616887281,0.10200895678813053,1034.9171681777439,0.006130457661761525
147,8,16,11.313708502730623,0.09123958467352938,141.18604758637738,0.005822154579324982,79.47670616887261,0.1020089567881309,1034.9171681776463,0.006130457661762108
148,8,17,11.313708502757223,0.09123958467374389,141.18604758690728,0.005822154579346833,79.47670616887298,0.10200895678813023,1034.9171681778353,0.0061304576617609045
149,8,18,11.31370850272992,0.09123958467352371,141.1860475863211,0.005822154579322661,79.47670616887343,0.10200895678809369,1034.9171681777825,0.006130457661753033
150,8,19,11.313708502730849,0.0912395846735312,141.18604758645833,0.00582215457932832,79.47670616887281,0.10200895678813057,1034.9171681777439,0.006130457661761527
151,8,20,11.313708502730849,0.0912395846735312,141.18604758645833,0.00582215457932832,79.47670616887281,0.10200895678813057,1034.9171681777439,0.006130457661761525
152,9,2,12.727786309482232,0.09123861164371508,178.59128398680267,0.005683833977271599,89.06930737459422,0.09785029440440617,1302.2486869478137,0.005683205604556063
153,9,3,12.727921714377151,0.09123958228812425,178.5739581304067,0.005683282565752121,89.40719482693855,0.10178394424765241,1309.9899354266443,0.005872201679500688
154,9,4,12.727922050404567,0.09123958469692292,178.65931215802874,0.005685999037191629,89.41126537651282,0.10203849613141,1309.6912918015996,0.0058839010671152105
155,9,5,12.727922050524885,0.09123958469778541,178.65767204690852,0.005685946839127403,89.41129423727878,0.10201022056960259,1309.7136680242272,0.005882578988744117
156,9,6,12.727922051741379,0.0912395847065058,178.65796356511643,0.00568595611696593,89.41129438859586,0.10200885164470018,1309.710539858155,0.00588251127477803
157,9,7,12.727922050124363,0.09123958469491429,178.65795648819912,0.005685955891736445,89.41129437678794,0.10200895326503637,1309.7105426748078,0.005882516192413239
158,9,8,12.727922051030438,0.09123958470140946,178.65795713119218,0.005685955912200297,89.41129438579866,0.10200895698068113,1309.7105403624907,0.00588251636312794
159,9,9,12.727922052075817,0.09123958470890321,178.65795714515727,0.005685955912644749,89.41129438348015,0.10200895677562526,1309.7105402692785,0.005882516353221448
160,9,10,12.727922051908436,0.09123958470770334,178.6579571453198,0.005685955912649922,89.41129438193369,0.10200895677228505,1309.7105402590032,0.005882516353082701
161,9,11,12.727922067762886,0.09123958482135532,178.657957427351,0.005685955921625827,89.41129447107888,0.10200895663072186,1309.7105415835495,0.005882516347690931
162,9,12,12.727922051909042,0.09123958470770768,178.65795714539968,0.005685955912652464,89.4112943821809,0.10200895677278823,1309.7105402611128,0.005882516353102555
163,9,13,12.727922051909042,0.09123958470770768,178.65795714539968,0.005685955912652464,89.4112943821809,0.10200895677278823,1309.7105402611126,0.005882516353102555
164,9,14,12.727922051909042,0.09123958470770768,178.6579571454006,0.005685955912652493,89.4112943821809,0.10200895677278822,1309.7105402611128,0.005882516353102555
165,9,15,12.72792205190904,0.09123958470770767,178.6579571454002,0.005685955912652481,89.4112943821975,0.10200895677274749,1309.7105402615812,0.005882516353099375
166,9,16,12.727922051905265,0.09123958470768062,178.65795714525134,0.005685955912647743,89.41129438217895,0.10200895677281796,1309.710540261024,0.005882516353107442
167,9,17,12.727922051908363,0.09123958470770283,178.65795714536878,0.005685955912651481,89.411294382213,0.10200895677267578,1309.7105402618733,0.0058825163530954044
168,9,18,12.727922051908358,0.09123958470770278,178.6579571453641,0.005685955912651332,89.41129438221279,0.10200895677267707,1309.7105402618795,0.005882516353095378
169,9,19,12.7279220519087,0.09123958470770524,178.65795714538206,0.005685955912651903,89.4112943821809,0.10200895677278822,1309.7105402611128,0.005882516353102555
170,9,20,12.727922051909042,0.09123958470770768,178.65795714539968,0.005685955912652464,89.41129438218168,0.10200895677278735,1309.710540261187,0.00588251635310236
171,10,2,14.142070236324193,0.09123916284194712,219.6709392928716,0.005739681609846466,99.09215831360065,0.09860832435217307,1614.075127670112,0.005689353702199871
172,10,3,14.142135484932249,0.0912395838007089,220.69885274623016,0.005766539490837679,99.34343145860107,0.10186022353789917,1615.7530292727522,0.005843283516922517
173,10,4,14.142135621691192,0.09123958468302466,220.60385699068684,0.005764057390142609,99.34586864288917,0.10202910937542643,1616.8209984044079,0.005852430827039439
174,10,5,14.142135619322733,0.09123958466774429,220.6033579341528,0.0057640443505224395,99.3458825939846,0.10200963859155861,1616.816140565122,0.005851477723581785
175,10,6,14.1421356185391,0.0912395846626886,220.60347265465074,0.005764047348001917,99.3458826616576,0.10200889852850871,1616.8196837323499,0.005851447910486506
176,10,7,14.142135619041024,0.09123958466592681,220.6034727077187,0.0057640473493885055,99.34588263734626,0.1020089552289497,1616.8196940515518,0.005851450649290183
177,10,8,14.142135619610292,0.0912395846695995,220.6034725873894,0.005764047346244476,99.3458826571856,0.10200895686510203,1616.8196998047708,0.0058514507350066695
178,10,9,14.142135620807766,0.09123958467732514,220.60347261637227,0.005764047347001756,99.34588266245325,0.10200895677725792,1616.8196999352226,0.005851450730984378
179,10,10,14.142135620874054,0.09123958467775281,220.60347261520894,0.00576404734697136,99.34588266060649,0.10200895677662346,1616.8196999120287,0.005851450730930015
180,10,11,14.142135639979205,0.09123958480101185,220.60347301218678,0.005764047357343813,99.34588276595082,0.10200895662470978,1616.8197016799256,0.0058514507247372175
181,10,12,14.142135620874054,0.09123958467775281,220.60347261520724,0.005764047346971316,99.34588266060662,0.10200895677662271,1616.8196999121194,0.005851450730928663
182,10,13,14.142135620874054,0.09123958467775281,220.60347261520724,0.005764047346971316,99.34588266060662,0.10200895677662274,1616.8196999121196,0.005851450730928664
